"Gen_sp","Habitat","Plot","Flower_density","Flower_species","Start_time","Finish_time","Date","Site","Round","Highest_temp","Lowest_temperature"
"Bombus_pascuorum","Non_flowering_crop_edge",3,"11-20%","Cirsium_arvense","12:10","12:35","31/07/2014","Forsby",2,25,16
"Bombus_pascuorum","Non_flowering_crop_edge",3,"11-20%","Cirsium_arvense","12:10","12:35","31/07/2014","Forsby",2,25,16
"Bombus_pascuorum","Non_flowering_crop_edge",3,"11-20%","Cirsium_arvense","12:10","12:35","31/07/2014","Forsby",2,25,16
"Bombus_pascuorum","Non_flowering_crop_edge",3,"11-20%","Cirsium_arvense","12:10","12:35","31/07/2014","Forsby",2,25,16
"Bombus_spp","Non_flowering_crop_edge",3,"11-20%","Cirsium_arvense","12:10","12:35","31/07/2014","Forsby",2,25,16
"Bombus_soroeensis","Non_flowering_crop_edge",3,"11-20%","Cirsium_arvense","12:10","12:35","31/07/2014","Forsby",2,25,16
"Bombus_soroeensis","Non_flowering_crop_edge",3,"11-20%","Cirsium_arvense","12:10","12:35","31/07/2014","Forsby",2,25,16
"Bombus_soroeensis","Non_flowering_crop_edge",3,"11-20%","Cirsium_arvense","12:10","12:35","31/07/2014","Forsby",2,25,16
"Bombus_soroeensis","Semi_natural_grasslands",4,"41-60%","Cirsium_arvense","13:00","13:35","31/07/2014","Forsby",2,25,16
"Bombus_soroeensis","Semi_natural_grasslands",4,"41-60%","Cirsium_arvense","13:00","13:35","31/07/2014","Forsby",2,25,16
"Bombus_soroeensis","Semi_natural_grasslands",4,"41-60%","Cirsium_arvense","13:00","13:35","31/07/2014","Forsby",2,25,16
"Bombus_quadricolor","Semi_natural_grasslands",4,"41-60%","Cirsium_arvense","13:00","13:35","31/07/2014","Forsby",2,25,16
"Bombus_quadricolor","Semi_natural_grasslands",4,"41-60%","Cirsium_arvense","13:00","13:35","31/07/2014","Forsby",2,25,16
"Bombus_quadricolor","Semi_natural_grasslands",4,"41-60%","Cirsium_arvense","13:00","13:35","31/07/2014","Forsby",2,25,16
"Bombus_quadricolor","Semi_natural_grasslands",4,"41-60%","Cirsium_arvense","13:00","13:35","31/07/2014","Forsby",2,25,16
"Bombus_quadricolor","Semi_natural_grasslands",4,"41-60%","Cirsium_arvense","13:00","13:35","31/07/2014","Forsby",2,25,16
"Bombus_terrestris","Semi_natural_grasslands",4,"41-60%","Cirsium_arvense","13:00","13:35","31/07/2014","Forsby",2,25,16
"Bombus_terrestris","Semi_natural_grasslands",4,"41-60%","Cirsium_arvense","13:00","13:35","31/07/2014","Forsby",2,25,16
"Bombus_terrestris","Semi_natural_grasslands",4,"41-60%","Cirsium_arvense","13:00","13:35","31/07/2014","Forsby",2,25,16
"Bombus_terrestris","Semi_natural_grasslands",4,"41-60%","Cirsium_arvense","13:00","13:35","31/07/2014","Forsby",2,25,16
"Bombus_terrestris","Semi_natural_grasslands",4,"41-60%","Cirsium_arvense","13:00","13:35","31/07/2014","Forsby",2,25,16
"Bombus_terrestris","Semi_natural_grasslands",4,"41-60%","Cirsium_arvense","13:00","13:35","31/07/2014","Forsby",2,25,16
"Bombus_terrestris","Semi_natural_grasslands",4,"41-60%","Cirsium_arvense","13:00","13:35","31/07/2014","Forsby",2,25,16
"Bombus_terrestris","Semi_natural_grasslands",4,"41-60%","Cirsium_arvense","13:00","13:35","31/07/2014","Forsby",2,25,16
"Bombus_terrestris","Semi_natural_grasslands",4,"41-60%","Cirsium_arvense","13:00","13:35","31/07/2014","Forsby",2,25,16
"Bombus_hortorum","Semi_natural_grasslands",4,"41-60%","Cirsium_arvense","13:00","13:35","31/07/2014","Forsby",2,25,16
"Bombus_hortorum","Semi_natural_grasslands",4,"41-60%","Cirsium_arvense","13:00","13:35","31/07/2014","Forsby",2,25,16
"Bombus_rupestris","Semi_natural_grasslands",4,"41-60%","Cirsium_arvense","13:00","13:35","31/07/2014","Forsby",2,25,16
"Bombus_rupestris","Semi_natural_grasslands",4,"41-60%","Cirsium_arvense","13:00","13:35","31/07/2014","Forsby",2,25,16
"Bombus_rupestris","Semi_natural_grasslands",4,"41-60%","Cirsium_arvense","13:00","13:35","31/07/2014","Forsby",2,25,16
"Bombus_spp","Semi_natural_grasslands",4,"41-60%","Cirsium_arvense","13:00","13:35","31/07/2014","Forsby",2,25,16
"Bombus_spp","Semi_natural_grasslands",4,"41-60%","Cirsium_arvense","13:00","13:35","31/07/2014","Forsby",2,25,16
"Bombus_spp","Semi_natural_grasslands",4,"41-60%","Cirsium_arvense","13:00","13:35","31/07/2014","Forsby",2,25,16
"Bombus_spp","Semi_natural_grasslands",4,"41-60%","Cirsium_arvense","13:00","13:35","31/07/2014","Forsby",2,25,16
"Bombus_spp","Semi_natural_grasslands",4,"41-60%","Cirsium_arvense","13:00","13:35","31/07/2014","Forsby",2,25,16
"Bombus_spp","Semi_natural_grasslands",4,"41-60%","Cirsium_arvense","13:00","13:35","31/07/2014","Forsby",2,25,16
"Bombus_spp","Semi_natural_grasslands",4,"41-60%","Cirsium_arvense","13:00","13:35","31/07/2014","Forsby",2,25,16
"Bombus_spp","Semi_natural_grasslands",4,"41-60%","Cirsium_arvense","13:00","13:35","31/07/2014","Forsby",2,25,16
"Bombus_bohemicus","Semi_natural_grasslands",4,"41-60%","Cirsium_arvense","13:00","13:35","31/07/2014","Forsby",2,25,16
"Bombus_pascuorum","Semi_natural_grasslands",4,"41-60%","Cirsium_arvense","13:00","13:35","31/07/2014","Forsby",2,25,16
"Bombus_sylvarum","Semi_natural_grasslands",4,"41-60%","Cirsium_arvense","13:00","13:35","31/07/2014","Forsby",2,25,16
"Bombus_hortorum","Non_flowering_crop_edge",5,"6-10%","Trifolium_pratense","13:45","14:15","31/07/2014","Forsby",2,25,16
"Bombus_hortorum","Non_flowering_crop_edge",5,"6-10%","Trifolium_pratense","13:45","14:15","31/07/2014","Forsby",2,25,16
"Bombus_hortorum","Non_flowering_crop_edge",5,"6-10%","Trifolium_pratense","13:45","14:15","31/07/2014","Forsby",2,25,16
"Bombus_barbutellus","Non_flowering_crop_edge",5,"6-10%","Trifolium_pratense","13:45","14:15","31/07/2014","Forsby",2,25,16
"Bombus_pascuorum","Non_flowering_crop_edge",5,"6-10%","Trifolium_pratense","13:45","14:15","31/07/2014","Forsby",2,25,16
"Bombus_pascuorum","Non_flowering_crop_edge",5,"6-10%","Trifolium_pratense","13:45","14:15","31/07/2014","Forsby",2,25,16
"Bombus_pascuorum","Non_flowering_crop_edge",5,"6-10%","Trifolium_pratense","13:45","14:15","31/07/2014","Forsby",2,25,16
"Bombus_lapidarius","Non_flowering_crop_edge",5,"6-10%","Trifolium_repens","13:45","14:15","31/07/2014","Forsby",2,25,16
"Bombus_pascuorum","Non_flowering_crop_edge",5,"6-10%","Trifolium_repens","13:45","14:15","31/07/2014","Forsby",2,25,16
"Bombus_sylvarum","Non_flowering_crop_edge",5,"6-10%","Melampyrum_pratense","13:45","14:15","31/07/2014","Forsby",2,25,16
"Bombus_pascuorum","Non_flowering_crop_edge",5,"6-10%","Trifolium_hybridum_spp_hybridum","13:45","14:15","31/07/2014","Forsby",2,25,16
"Bombus_pascuorum","Non_flowering_crop_edge",5,"6-10%","Trifolium_hybridum_spp_hybridum","13:45","14:15","31/07/2014","Forsby",2,25,16
"Bombus_pascuorum","Non_flowering_crop_edge",5,"6-10%","Trifolium_hybridum_spp_hybridum","13:45","14:15","31/07/2014","Forsby",2,25,16
"Bombus_pascuorum","Non_flowering_crop_edge",5,"6-10%","Trifolium_hybridum_spp_hybridum","13:45","14:15","31/07/2014","Forsby",2,25,16
"Bombus_rupestris","Non_flowering_crop_edge",5,"6-10%","Trifolium_hybridum_spp_hybridum","13:45","14:15","31/07/2014","Forsby",2,25,16
"Bombus_hortorum","Non_flowering_crop_edge",5,"6-10%","Trifolium_hybridum_spp_hybridum","13:45","14:15","31/07/2014","Forsby",2,25,16
"Bombus_pascuorum","Non_flowering_crop_edge",5,"6-10%","Campanulaceae_rotundifolia_spp._Rotundifolia","13:45","14:15","31/07/2014","Forsby",2,25,16
"Bombus_pascuorum","Non_flowering_crop_edge",5,"6-10%","Cirsium_arvense","13:45","14:15","31/07/2014","Forsby",2,25,16
"Bombus_pascuorum","Non_flowering_crop_edge",5,"6-10%","Cirsium_arvense","13:45","14:15","31/07/2014","Forsby",2,25,16
"Bombus_soroeensis","Maintained_drain",8,"1-5%","Cirsium_arvense","14:25","15:00","31/07/2014","Forsby",2,25,16
"Bombus_terrestris","Maintained_drain",8,"1-5%","Cirsium_arvense","14:25","15:00","31/07/2014","Forsby",2,25,16
"Bombus_terrestris","Maintained_drain",8,"1-5%","Cirsium_arvense","14:25","15:00","31/07/2014","Forsby",2,25,16
"Bombus_terrestris","Maintained_drain",8,"1-5%","Cirsium_arvense","14:25","15:00","31/07/2014","Forsby",2,25,16
"Bombus_spp","Maintained_drain",8,"1-5%","Cirsium_arvense","14:25","15:00","31/07/2014","Forsby",2,25,16
"Bombus_barbutellus","Maintained_drain",8,"1-5%","Cirsium_arvense","14:25","15:00","31/07/2014","Forsby",2,25,16
"Bombus_hortorum","Maintained_drain",8,"1-5%","Cirsium_arvense","14:25","15:00","31/07/2014","Forsby",2,25,16
"Bombus_pascuorum","Maintained_drain",8,"1-5%","Cirsium_arvense","14:25","15:00","31/07/2014","Forsby",2,25,16
"Bombus_pascuorum","Maintained_drain",8,"1-5%","Cirsium_arvense","14:25","15:00","31/07/2014","Forsby",2,25,16
"Bombus_lapidarius","Maintained_drain",8,"1-5%","Lathyrus_pratensis","14:25","15:00","31/07/2014","Forsby",2,25,16
"Bombus_hortorum","Maintained_drain",8,"1-5%","Lamium_maculatum","14:25","15:00","31/07/2014","Forsby",2,25,16
"Bombus_ruderarius","Maintained_drain",8,"1-5%","Lamium_maculatum","14:25","15:00","31/07/2014","Forsby",2,25,16
"Bombus_spp","Forest",6,"Trace","Flying","15:10","15:25","31/07/2014","Forsby",2,25,16
"Bombus_spp","Forest",6,"Trace","Flying","15:10","15:25","31/07/2014","Forsby",2,25,16
"Bombus_spp","Forest",6,"Trace","Vicia_cracca","15:10","15:25","31/07/2014","Forsby",2,25,16
"Bombus_terrestris","Forest",7,"1-5%","Calluna_vulgaris","10:10","10:45","13/08/2014","Forsby",2,21,12
"Bombus_terrestris","Forest",7,"1-5%","Calluna_vulgaris","10:10","10:45","13/08/2014","Forsby",2,21,12
"Bombus_terrestris","Forest",7,"1-5%","Calluna_vulgaris","10:10","10:45","13/08/2014","Forsby",2,21,12
"Bombus_terrestris","Forest",7,"1-5%","Calluna_vulgaris","10:10","10:45","13/08/2014","Forsby",2,21,12
"Bombus_hortorum","Forest",7,"1-5%","Calluna_vulgaris","10:10","10:45","13/08/2014","Forsby",2,21,12
"Bombus_hortorum","Forest",7,"1-5%","Calluna_vulgaris","10:10","10:45","13/08/2014","Forsby",2,21,12
"Bombus_hortorum","Forest",7,"1-5%","Calluna_vulgaris","10:10","10:45","13/08/2014","Forsby",2,21,12
"Bombus_soroeensis","Forest",7,"1-5%","Calluna_vulgaris","10:10","10:45","13/08/2014","Forsby",2,21,12
"Bombus_spp","Forest",7,"1-5%","Calluna_vulgaris","10:10","10:45","13/08/2014","Forsby",2,21,12
"Bombus_quadricolor","Forest",7,"1-5%","Calluna_vulgaris","10:10","10:45","13/08/2014","Forsby",2,21,12
"Bombus_hortorum","Forest",7,"1-5%","Solidago_virgaurea_spp._Virgaurea","10:10","10:45","13/08/2014","Forsby",2,21,12
"Bombus_pascuorum","Non_flowering_crop_edge",4,"6-10%","Satureja_vulgaris","10:40","10:55","09/08/2014","Fresta",2,26,15
"Bombus_soroeensis","Non_flowering_crop_edge",5,"Trace","Satureja_vulgaris","11:00","11:20","09/08/2014","Fresta",2,26,15
"Bombus_spp","Forest",6,"Trace","Carduus_helenioides","11:30","11:50","09/08/2014","Fresta",2,26,15
"Bombus_spp","Forest",6,"Trace","Carduus_helenioides","11:30","11:50","09/08/2014","Fresta",2,26,15
"Bombus_campestris","Forest",6,"Trace","Carduus_helenioides","11:30","11:50","09/08/2014","Fresta",2,26,15
"Bombus_pascuorum","Corridor",3,"1-5%","Calluna_vulgaris","12:15","13:00","09/08/2014","Fresta",2,26,15
"Bombus_pascuorum","Corridor",3,"1-5%","Calluna_vulgaris","12:15","13:00","09/08/2014","Fresta",2,26,15
"Bombus_pascuorum","Corridor",3,"1-5%","Calluna_vulgaris","12:15","13:00","09/08/2014","Fresta",2,26,15
"Bombus_pascuorum","Corridor",3,"1-5%","Calluna_vulgaris","12:15","13:00","09/08/2014","Fresta",2,26,15
"Bombus_quadricolor","Corridor",3,"1-5%","Calluna_vulgaris","12:15","13:00","09/08/2014","Fresta",2,26,15
"Bombus_pratorum","Corridor",3,"1-5%","Calluna_vulgaris","12:15","13:00","09/08/2014","Fresta",2,26,15
"Bombus_terrestris","Corridor",3,"1-5%","Calluna_vulgaris","12:15","13:00","09/08/2014","Fresta",2,26,15
"Bombus_terrestris","Corridor",3,"1-5%","Calluna_vulgaris","12:15","13:00","09/08/2014","Fresta",2,26,15
"Bombus_pratorum","Corridor",3,"1-5%","Calluna_vulgaris","12:15","13:00","09/08/2014","Fresta",2,26,15
"Bombus_terrestris","Corridor",3,"1-5%","Calluna_vulgaris","12:15","13:00","09/08/2014","Fresta",2,26,15
"Bombus_terrestris","Corridor",3,"1-5%","Calluna_vulgaris","12:15","13:00","09/08/2014","Fresta",2,26,15
"Bombus_terrestris","Corridor",3,"1-5%","Calluna_vulgaris","12:15","13:00","09/08/2014","Fresta",2,26,15
"Bombus_terrestris","Corridor",3,"1-5%","Calluna_vulgaris","12:15","13:00","09/08/2014","Fresta",2,26,15
"Bombus_terrestris","Corridor",3,"1-5%","Calluna_vulgaris","12:15","13:00","09/08/2014","Fresta",2,26,15
"Bombus_terrestris","Corridor",3,"1-5%","Calluna_vulgaris","12:15","13:00","09/08/2014","Fresta",2,26,15
"Bombus_terrestris","Corridor",3,"1-5%","Calluna_vulgaris","12:15","13:00","09/08/2014","Fresta",2,26,15
"Bombus_terrestris","Corridor",3,"1-5%","Calluna_vulgaris","12:15","13:00","09/08/2014","Fresta",2,26,15
"Bombus_terrestris","Corridor",3,"1-5%","Calluna_vulgaris","12:15","13:00","09/08/2014","Fresta",2,26,15
"Bombus_terrestris","Corridor",3,"1-5%","Calluna_vulgaris","12:15","13:00","09/08/2014","Fresta",2,26,15
"Bombus_terrestris","Corridor",3,"1-5%","Calluna_vulgaris","12:15","13:00","09/08/2014","Fresta",2,26,15
"Bombus_terrestris","Corridor",3,"1-5%","Calluna_vulgaris","12:15","13:00","09/08/2014","Fresta",2,26,15
"Bombus_terrestris","Corridor",3,"1-5%","Calluna_vulgaris","12:15","13:00","09/08/2014","Fresta",2,26,15
"Bombus_terrestris","Corridor",3,"1-5%","Calluna_vulgaris","12:15","13:00","09/08/2014","Fresta",2,26,15
"Bombus_terrestris","Corridor",3,"1-5%","Calluna_vulgaris","12:15","13:00","09/08/2014","Fresta",2,26,15
"Bombus_terrestris","Corridor",3,"1-5%","Calluna_vulgaris","12:15","13:00","09/08/2014","Fresta",2,26,15
"Bombus_terrestris","Corridor",3,"1-5%","Calluna_vulgaris","12:15","13:00","09/08/2014","Fresta",2,26,15
"Bombus_terrestris","Corridor",3,"1-5%","Calluna_vulgaris","12:15","13:00","09/08/2014","Fresta",2,26,15
"Bombus_terrestris","Corridor",3,"1-5%","Calluna_vulgaris","12:15","13:00","09/08/2014","Fresta",2,26,15
"Bombus_bohemicus","Corridor",3,"1-5%","Calluna_vulgaris","12:15","13:00","09/08/2014","Fresta",2,26,15
"Bombus_spp","Corridor",3,"1-5%","Calluna_vulgaris","12:15","13:00","09/08/2014","Fresta",2,26,15
"Bombus_quadricolor","Corridor",3,"1-5%","Calluna_vulgaris","12:15","13:00","09/08/2014","Fresta",2,26,15
"Bombus_quadricolor","Corridor",3,"1-5%","Calluna_vulgaris","12:15","13:00","09/08/2014","Fresta",2,26,15
"Bombus_soroeensis","Corridor",3,"1-5%","Calluna_vulgaris","12:15","13:00","09/08/2014","Fresta",2,26,15
"Bombus_soroeensis","Corridor",3,"1-5%","Calluna_vulgaris","12:15","13:00","09/08/2014","Fresta",2,26,15
"Bombus_soroeensis","Corridor",3,"1-5%","Calluna_vulgaris","12:15","13:00","09/08/2014","Fresta",2,26,15
"Bombus_hypnorum","Corridor",9,"Trace","Succisa_pratensis","13:30","13:55","09/08/2014","Fresta",2,26,15
"Bombus_spp","Non_flowering_crop_edge",10,"1-5%","Trifolium_hybridum_spp_hybridum","14:00","14:20","09/08/2014","Fresta",2,26,15
"Bombus_spp","Non_flowering_crop_edge",10,"1-5%","Trifolium_hybridum_spp_hybridum","14:00","14:20","09/08/2014","Fresta",2,26,15
"Bombus_spp","Non_flowering_crop_edge",10,"1-5%","Trifolium_hybridum_spp_hybridum","14:00","14:20","09/08/2014","Fresta",2,26,15
"Bombus_terrestris","Non_flowering_crop_edge",10,"1-5%","Trifolium_hybridum_spp_hybridum","14:00","14:20","09/08/2014","Fresta",2,26,15
"Bombus_lapidarius","Non_flowering_crop_edge",10,"1-5%","Trifolium_hybridum_spp_hybridum","14:00","14:20","09/08/2014","Fresta",2,26,15
"Bombus_campestris","Corridor",1,"6-10%","Succisa_pratensis","14:30","14:50","09/08/2014","Fresta",2,26,15
"Bombus_ruderarius","Corridor",1,"6-10%","Succisa_pratensis","14:30","14:50","09/08/2014","Fresta",2,26,15
"Bombus_terrestris","Corridor",1,"6-10%","Calluna_vulgaris","14:30","14:50","09/08/2014","Fresta",2,26,15
"Bombus_terrestris","Corridor",1,"6-10%","Calluna_vulgaris","14:30","14:50","09/08/2014","Fresta",2,26,15
"Bombus_terrestris","Corridor",1,"6-10%","Calluna_vulgaris","14:30","14:50","09/08/2014","Fresta",2,26,15
"Bombus_terrestris","Corridor",1,"6-10%","Calluna_vulgaris","14:30","14:50","09/08/2014","Fresta",2,26,15
"Bombus_terrestris","Corridor",1,"6-10%","Calluna_vulgaris","14:30","14:50","09/08/2014","Fresta",2,26,15
"Bombus_terrestris","Corridor",1,"6-10%","Calluna_vulgaris","14:30","14:50","09/08/2014","Fresta",2,26,15
"Bombus_terrestris","Corridor",1,"6-10%","Calluna_vulgaris","14:50","15:10","09/08/2014","Fresta",2,26,15
"Bombus_pratorum","Corridor",2,"6-10%","Calluna_vulgaris","14:50","15:10","09/08/2014","Fresta",2,26,15
"Bombus_pratorum","Corridor",2,"6-10%","Calluna_vulgaris","14:50","15:10","09/08/2014","Fresta",2,26,15
"Bombus_soroeensis","Corridor",2,"6-10%","Calluna_vulgaris","14:50","15:10","09/08/2014","Fresta",2,26,15
"Bombus_soroeensis","Corridor",2,"6-10%","Calluna_vulgaris","14:50","15:10","09/08/2014","Fresta",2,26,15
"Bombus_soroeensis","Corridor",2,"6-10%","Calluna_vulgaris","14:50","15:10","09/08/2014","Fresta",2,26,15
"Bombus_quadricolor","Corridor",2,"6-10%","Calluna_vulgaris","14:50","15:10","09/08/2014","Fresta",2,26,15
"Bombus_quadricolor","Corridor",2,"6-10%","Calluna_vulgaris","14:50","15:10","09/08/2014","Fresta",2,26,15
"Bombus_lapidarius","Corridor",2,"6-10%","Calluna_vulgaris","14:50","15:10","09/08/2014","Fresta",2,26,15
"Bombus_subterraneus","Corridor",2,"6-10%","Calluna_vulgaris","14:50","15:10","09/08/2014","Fresta",2,26,15
"Bombus_subterraneus","Corridor",2,"6-10%","Calluna_vulgaris","14:50","15:10","09/08/2014","Fresta",2,26,15
"Bombus_subterraneus","Corridor",2,"6-10%","Calluna_vulgaris","14:50","15:10","09/08/2014","Fresta",2,26,15
"Bombus_campestris","Corridor",2,"6-10%","Calluna_vulgaris","14:50","15:10","09/08/2014","Fresta",2,26,15
"Bombus_campestris","Corridor",2,"6-10%","Calluna_vulgaris","14:50","15:10","09/08/2014","Fresta",2,26,15
"Bombus_campestris","Corridor",2,"6-10%","Calluna_vulgaris","14:50","15:10","09/08/2014","Fresta",2,26,15
"Bombus_campestris","Corridor",2,"6-10%","Calluna_vulgaris","14:50","15:10","09/08/2014","Fresta",2,26,15
"Bombus_subterraneus","Corridor",2,"6-10%","Trifolium_hybridum_spp_hybridum","14:50","15:10","09/08/2014","Fresta",2,26,15
"Bombus_subterraneus","Corridor",2,"6-10%","Trifolium_hybridum_spp_hybridum","14:50","15:10","09/08/2014","Fresta",2,26,15
"Bombus_subterraneus","Corridor",2,"6-10%","Trifolium_hybridum_spp_hybridum","14:50","15:10","09/08/2014","Fresta",2,26,15
"Bombus_campestris","Maintained_roadside",8,"Trace","Campanulaceae_rotundifolia_spp._Rotundifolia","15:15","15:30","09/08/2014","Fresta",2,26,15
"Bombus_subterraneus","Semi_natural_grasslands",1,"Trace","Lathyrus_pratensis","11:50","12:15","13/08/2014","Kacttgrind",2,21,12
"Bombus_subterraneus","Semi_natural_grasslands",1,"Trace","Lathyrus_pratensis","11:50","12:15","13/08/2014","Kacttgrind",2,21,12
"Bombus_spp","Semi_natural_grasslands",1,"Trace","Lathyrus_pratensis","11:50","12:15","13/08/2014","Kacttgrind",2,21,12
"Bombus_spp","Semi_natural_grasslands",1,"Trace","Lathyrus_pratensis","11:50","12:15","13/08/2014","Kacttgrind",2,21,12
"Bombus_sylvarum","Semi_natural_grasslands",1,"Trace","Lathyrus_pratensis","11:50","12:15","13/08/2014","Kacttgrind",2,21,12
"Bombus_lapidarius","Semi_natural_grasslands",1,"Trace","Flying","11:50","12:15","13/08/2014","Kacttgrind",2,21,12
"Bombus_subterraneus","Maintained_roadside",2,"Trace","Centaurea_jacea","12:20","12:40","13/08/2014","Kacttgrind",2,21,12
"Bombus_subterraneus","Maintained_roadside",2,"Trace","Centaurea_jacea","12:20","12:40","13/08/2014","Kacttgrind",2,21,12
"Bombus_subterraneus","Maintained_roadside",2,"Trace","Trifolium_hybridum_spp_hybridum","12:20","12:40","13/08/2014","Kacttgrind",2,21,12
"Bombus_pascuorum","Forest",3,"Trace","Trifolium_hybridum_spp_hybridum","12:55","13:10","13/08/2014","Kacttgrind",2,21,12
"Bombus_spp","Maintained_drain",4,"1-5%","Lathyrus_pratensis","13:25","13:40","13/08/2014","Kacttgrind",2,21,12
"Bombus_subterraneus","Maintained_drain",4,"1-5%","Lathyrus_pratensis","13:25","13:40","13/08/2014","Kacttgrind",2,21,12
"Bombus_pascuorum","Maintained_drain",4,"1-5%","Trifolium_hybridum_spp_hybridum","13:25","13:40","13/08/2014","Kacttgrind",2,21,12
"Bombus_pascuorum","Maintained_drain",4,"1-5%","Trifolium_hybridum_spp_hybridum","13:25","13:40","13/08/2014","Kacttgrind",2,21,12
"Bombus_pascuorum","Maintained_drain",4,"1-5%","Vicia_cracca","13:25","13:40","13/08/2014","Kacttgrind",2,21,12
"Bombus_pascuorum","Forest_grassland_boundary",5,"1-5%","Trifolium_hybridum_spp_hybridum","13:50","14:05","13/08/2014","Kacttgrind",2,21,12
"Bombus_terrestris","Non_flowering_crop_edge",6,"1-5%","Centaurea_jacea","14:15","14:35","13/08/2014","Kacttgrind",2,21,12
"Bombus_terrestris","Non_flowering_crop_edge",6,"1-5%","Centaurea_jacea","14:15","14:35","13/08/2014","Kacttgrind",2,21,12
"Bombus_terrestris","Non_flowering_crop_edge",6,"1-5%","Centaurea_jacea","14:15","14:35","13/08/2014","Kacttgrind",2,21,12
"Bombus_terrestris","Non_flowering_crop_edge",6,"1-5%","Centaurea_jacea","14:15","14:35","13/08/2014","Kacttgrind",2,21,12
"Bombus_terrestris","Non_flowering_crop_edge",6,"1-5%","Centaurea_jacea","14:15","14:35","13/08/2014","Kacttgrind",2,21,12
"Bombus_terrestris","Non_flowering_crop_edge",6,"1-5%","Centaurea_jacea","14:15","14:35","13/08/2014","Kacttgrind",2,21,12
"Bombus_spp","Non_flowering_crop_edge",6,"1-5%","Succisa_pratensis","14:15","14:35","13/08/2014","Kacttgrind",2,21,12
"Bombus_campestris","Non_flowering_crop_edge",6,"1-5%","Succisa_pratensis","14:15","14:35","13/08/2014","Kacttgrind",2,21,12
"Bombus_ruderarius","Non_flowering_crop_edge",6,"1-5%","Succisa_pratensis","14:15","14:35","13/08/2014","Kacttgrind",2,21,12
"Bombus_pratorum","Non_flowering_crop_edge",6,"1-5%","Succisa_pratensis","14:15","14:35","13/08/2014","Kacttgrind",2,21,12
"Bombus_subterraneus","Non_flowering_crop_edge",6,"1-5%","Succisa_pratensis","14:15","14:35","13/08/2014","Kacttgrind",2,21,12
"Bombus_terrestris","Semi_natural_grasslands",1,"1-5%","Leontodon_autumnalis_var._Autumnalis","11:45","12:10","14/08/2014","Gavsta",2,22,9
"Bombus_terrestris","Semi_natural_grasslands",1,"1-5%","Leontodon_autumnalis_var._Autumnalis","11:45","12:10","14/08/2014","Gavsta",2,22,9
"Bombus_terrestris","Semi_natural_grasslands",1,"1-5%","Leontodon_autumnalis_var._Autumnalis","11:45","12:10","14/08/2014","Gavsta",2,22,9
"Bombus_terrestris","Semi_natural_grasslands",1,"1-5%","Leontodon_autumnalis_var._Autumnalis","11:45","12:10","14/08/2014","Gavsta",2,22,9
"Bombus_terrestris","Semi_natural_grasslands",1,"1-5%","Leontodon_autumnalis_var._Autumnalis","11:45","12:10","14/08/2014","Gavsta",2,22,9
"Bombus_terrestris","Semi_natural_grasslands",1,"1-5%","Leontodon_autumnalis_var._Autumnalis","11:45","12:10","14/08/2014","Gavsta",2,22,9
"Bombus_terrestris","Semi_natural_grasslands",1,"1-5%","Leontodon_autumnalis_var._Autumnalis","11:45","12:10","14/08/2014","Gavsta",2,22,9
"Bombus_terrestris","Semi_natural_grasslands",1,"1-5%","Leontodon_autumnalis_var._Autumnalis","11:45","12:10","14/08/2014","Gavsta",2,22,9
"Bombus_terrestris","Semi_natural_grasslands",1,"1-5%","Leontodon_autumnalis_var._Autumnalis","11:45","12:10","14/08/2014","Gavsta",2,22,9
"Bombus_terrestris","Semi_natural_grasslands",1,"1-5%","Leontodon_autumnalis_var._Autumnalis","11:45","12:10","14/08/2014","Gavsta",2,22,9
"Bombus_terrestris","Semi_natural_grasslands",1,"1-5%","Leontodon_autumnalis_var._Autumnalis","11:45","12:10","14/08/2014","Gavsta",2,22,9
"Bombus_sylvarum","Semi_natural_grasslands",1,"1-5%","Leontodon_autumnalis_var._Autumnalis","11:45","12:10","14/08/2014","Gavsta",2,22,9
"Bombus_sylvarum","Semi_natural_grasslands",1,"1-5%","Leontodon_autumnalis_var._Autumnalis","11:45","12:10","14/08/2014","Gavsta",2,22,9
"Bombus_spp","Semi_natural_grasslands",1,"1-5%","Leontodon_autumnalis_var._Autumnalis","11:45","12:10","14/08/2014","Gavsta",2,22,9
"Bombus_spp","Semi_natural_grasslands",1,"1-5%","Leontodon_autumnalis_var._Autumnalis","11:45","12:10","14/08/2014","Gavsta",2,22,9
"Bombus_spp","Semi_natural_grasslands",1,"1-5%","Leontodon_autumnalis_var._Autumnalis","11:45","12:10","14/08/2014","Gavsta",2,22,9
"Bombus_lapidarius","Semi_natural_grasslands",1,"1-5%","Leontodon_autumnalis_var._Autumnalis","11:45","12:10","14/08/2014","Gavsta",2,22,9
"Bombus_lapidarius","Semi_natural_grasslands",1,"1-5%","Leontodon_autumnalis_var._Autumnalis","11:45","12:10","14/08/2014","Gavsta",2,22,9
"Bombus_lapidarius","Semi_natural_grasslands",1,"1-5%","Leontodon_autumnalis_var._Autumnalis","11:45","12:10","14/08/2014","Gavsta",2,22,9
"Bombus_spp","Semi_natural_grasslands",1,"1-5%","Leontodon_autumnalis_var._Autumnalis","11:45","12:10","14/08/2014","Gavsta",2,22,9
"Bombus_subterraneus","Semi_natural_grasslands",1,"1-5%","Leontodon_autumnalis_var._Autumnalis","11:45","12:10","14/08/2014","Gavsta",2,22,9
