"Gen_sp","Habitat","Plot","Flower_density","Flower_species","Start_time","Finish_time","Date","Site","Round","Highest_temp","Lowest_temperature"
"Bombus_pascuorum","Semi_natural_grasslands",1,"61%_plus","Trifolium_pratense","09:50","10:15","18/07/2014","Kacttgrind",1,25,13
"Bombus_pascuorum","Semi_natural_grasslands",1,"61%_plus","Trifolium_pratense","09:50","10:15","18/07/2014","Kacttgrind",1,25,13
"Bombus_pascuorum","Semi_natural_grasslands",1,"61%_plus","Trifolium_pratense","09:50","10:15","18/07/2014","Kacttgrind",1,25,13
"Bombus_pascuorum","Semi_natural_grasslands",1,"61%_plus","Trifolium_pratense","09:50","10:15","18/07/2014","Kacttgrind",1,25,13
"Bombus_pascuorum","Semi_natural_grasslands",1,"61%_plus","Trifolium_pratense","09:50","10:15","18/07/2014","Kacttgrind",1,25,13
"Bombus_pascuorum","Semi_natural_grasslands",1,"61%_plus","Trifolium_pratense","09:50","10:15","18/07/2014","Kacttgrind",1,25,13
"Bombus_spp","Semi_natural_grasslands",1,"61%_plus","Trifolium_pratense","09:50","10:15","18/07/2014","Kacttgrind",1,25,13
"Bombus_spp","Semi_natural_grasslands",1,"61%_plus","Trifolium_pratense","09:50","10:15","18/07/2014","Kacttgrind",1,25,13
"Bombus_hortorum","Semi_natural_grasslands",1,"61%_plus","Trifolium_pratense","09:50","10:15","18/07/2014","Kacttgrind",1,25,13
"Bombus_hortorum","Semi_natural_grasslands",1,"61%_plus","Trifolium_pratense","09:50","10:15","18/07/2014","Kacttgrind",1,25,13
"Bombus_hortorum","Semi_natural_grasslands",1,"61%_plus","Trifolium_pratense","09:50","10:15","18/07/2014","Kacttgrind",1,25,13
"Bombus_spp","Semi_natural_grasslands",1,"61%_plus","Melampyrum_pratense","09:50","10:15","18/07/2014","Kacttgrind",1,25,13
"Bombus_pascuorum","Semi_natural_grasslands",1,"61%_plus","Melampyrum_pratense","09:50","10:15","18/07/2014","Kacttgrind",1,25,13
"Bombus_pascuorum","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:25","11:05","18/07/2014","Kacttgrind",1,25,13
"Bombus_pascuorum","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:25","11:05","18/07/2014","Kacttgrind",1,25,13
"Bombus_subterraneus","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:25","11:05","18/07/2014","Kacttgrind",1,25,13
"Bombus_subterraneus","Maintained_roadside",2,"61%_plus","Centaurea_scabiosa","10:25","11:05","18/07/2014","Kacttgrind",1,25,13
"Bombus_sylvarum","Maintained_roadside",2,"61%_plus","Centaurea_scabiosa","10:25","11:05","18/07/2014","Kacttgrind",1,25,13
"Bombus_lapidarius","Maintained_roadside",2,"61%_plus","Centaurea_scabiosa","10:25","11:05","18/07/2014","Kacttgrind",1,25,13
"Bombus_lapidarius","Maintained_roadside",2,"61%_plus","Centaurea_scabiosa","10:25","11:05","18/07/2014","Kacttgrind",1,25,13
"Bombus_lapidarius","Maintained_roadside",2,"61%_plus","Centaurea_scabiosa","10:25","11:05","18/07/2014","Kacttgrind",1,25,13
"Bombus_lapidarius","Maintained_roadside",2,"61%_plus","Centaurea_scabiosa","10:25","11:05","18/07/2014","Kacttgrind",1,25,13
"Bombus_lapidarius","Maintained_roadside",2,"61%_plus","Centaurea_scabiosa","10:25","11:05","18/07/2014","Kacttgrind",1,25,13
"Bombus_lapidarius","Maintained_roadside",2,"61%_plus","Centaurea_scabiosa","10:25","11:05","18/07/2014","Kacttgrind",1,25,13
"Bombus_lapidarius","Maintained_roadside",2,"61%_plus","Centaurea_scabiosa","10:25","11:05","18/07/2014","Kacttgrind",1,25,13
"Bombus_lapidarius","Maintained_roadside",2,"61%_plus","Centaurea_scabiosa","10:25","11:05","18/07/2014","Kacttgrind",1,25,13
"Bombus_spp","Maintained_roadside",2,"61%_plus","Centaurea_scabiosa","10:25","11:05","18/07/2014","Kacttgrind",1,25,13
"Bombus_spp","Maintained_roadside",2,"61%_plus","Centaurea_scabiosa","10:25","11:05","18/07/2014","Kacttgrind",1,25,13
"Bombus_spp","Maintained_roadside",2,"61%_plus","Centaurea_scabiosa","10:25","11:05","18/07/2014","Kacttgrind",1,25,13
"Bombus_spp","Maintained_roadside",2,"61%_plus","Centaurea_scabiosa","10:25","11:05","18/07/2014","Kacttgrind",1,25,13
"Bombus_spp","Maintained_roadside",2,"61%_plus","Centaurea_scabiosa","10:25","11:05","18/07/2014","Kacttgrind",1,25,13
"Bombus_hortorum","Maintained_roadside",2,"61%_plus","Centaurea_scabiosa","10:25","11:05","18/07/2014","Kacttgrind",1,25,13
"Bombus_hortorum","Maintained_roadside",2,"61%_plus","Centaurea_scabiosa","10:25","11:05","18/07/2014","Kacttgrind",1,25,13
"Bombus_hortorum","Maintained_roadside",2,"61%_plus","Centaurea_scabiosa","10:25","11:05","18/07/2014","Kacttgrind",1,25,13
"Bombus_hortorum","Maintained_roadside",2,"61%_plus","Centaurea_scabiosa","10:25","11:05","18/07/2014","Kacttgrind",1,25,13
"Bombus_hortorum","Maintained_roadside",2,"61%_plus","Centaurea_scabiosa","10:25","11:05","18/07/2014","Kacttgrind",1,25,13
"Bombus_rupestris","Maintained_roadside",2,"61%_plus","Centaurea_scabiosa","10:25","11:05","18/07/2014","Kacttgrind",1,25,13
"Bombus_rupestris","Maintained_roadside",2,"61%_plus","Centaurea_scabiosa","10:25","11:05","18/07/2014","Kacttgrind",1,25,13
"Bombus_rupestris","Maintained_roadside",2,"61%_plus","Centaurea_scabiosa","10:25","11:05","18/07/2014","Kacttgrind",1,25,13
"Bombus_soroeensis","Maintained_roadside",2,"61%_plus","Centaurea_scabiosa","10:25","11:05","18/07/2014","Kacttgrind",1,25,13
"Bombus_terrestris","Maintained_roadside",2,"61%_plus","Centaurea_scabiosa","10:25","11:05","18/07/2014","Kacttgrind",1,25,13
"Bombus_pascuorum","Maintained_roadside",2,"61%_plus","Melampyrum_pratense","10:25","11:05","18/07/2014","Kacttgrind",1,25,13
"Bombus_pascuorum","Maintained_roadside",2,"61%_plus","Melampyrum_pratense","10:25","11:05","18/07/2014","Kacttgrind",1,25,13
"Bombus_spp","Forest",3,"11-20%","Trifolium_repens","11:30","11:50","18/07/2014","Kacttgrind",1,25,13
"Bombus_pascuorum","Forest",3,"11-20%","Trifolium_repens","11:30","11:50","18/07/2014","Kacttgrind",1,25,13
"Bombus_pascuorum","Forest",3,"11-20%","Trifolium_repens","11:30","11:50","18/07/2014","Kacttgrind",1,25,13
"Bombus_pascuorum","Forest",3,"11-20%","Trifolium_repens","11:30","11:50","18/07/2014","Kacttgrind",1,25,13
"Bombus_pascuorum","Forest",3,"11-20%","Trifolium_repens","11:30","11:50","18/07/2014","Kacttgrind",1,25,13
"Bombus_pascuorum","Forest",3,"11-20%","Trifolium_repens","11:30","11:50","18/07/2014","Kacttgrind",1,25,13
"Bombus_pascuorum","Forest",3,"11-20%","Trifolium_repens","11:30","11:50","18/07/2014","Kacttgrind",1,25,13
"Bombus_pascuorum","Forest",3,"11-20%","Trifolium_repens","11:30","11:50","18/07/2014","Kacttgrind",1,25,13
"Bombus_pascuorum","Forest",3,"11-20%","Trifolium_pratense","11:30","11:50","18/07/2014","Kacttgrind",1,25,13
"Bombus_quadricolor","Forest",3,"11-20%","Trifolium_pratense","11:30","11:50","18/07/2014","Kacttgrind",1,25,13
"Bombus_pascuorum","Maintained_drain",4,"21-40%","Centaurea_cyanus","12:05","12:25","18/07/2014","Kacttgrind",1,25,13
"Bombus_pascuorum","Maintained_drain",4,"21-40%","Centaurea_cyanus","12:05","12:25","18/07/2014","Kacttgrind",1,25,13
"Bombus_pascuorum","Maintained_drain",4,"21-40%","Centaurea_cyanus","12:05","12:25","18/07/2014","Kacttgrind",1,25,13
"Bombus_pascuorum","Maintained_drain",4,"21-40%","Centaurea_cyanus","12:05","12:25","18/07/2014","Kacttgrind",1,25,13
"Bombus_pascuorum","Maintained_drain",4,"21-40%","Centaurea_cyanus","12:05","12:25","18/07/2014","Kacttgrind",1,25,13
"Bombus_pascuorum","Maintained_drain",4,"21-40%","Centaurea_cyanus","12:05","12:25","18/07/2014","Kacttgrind",1,25,13
"Bombus_rupestris","Maintained_drain",4,"21-40%","Centaurea_cyanus","12:05","12:25","18/07/2014","Kacttgrind",1,25,13
"Bombus_pascuorum","Maintained_drain",4,"21-40%","Melampyrum_pratense","12:05","12:25","18/07/2014","Kacttgrind",1,25,13
"Bombus_terrestris","Maintained_drain",4,"21-40%","Filipendula_ulmaria","12:05","12:25","18/07/2014","Kacttgrind",1,25,13
"Bombus_spp","Maintained_drain",4,"21-40%","Trifolium_pratense","12:05","12:25","18/07/2014","Kacttgrind",1,25,13
"Bombus_hortorum","Forest_grassland_boundary",5,"6-10%","Trifolium_pratense","12:35","12:55","18/07/2014","Kacttgrind",1,25,13
"Bombus_hortorum","Forest_grassland_boundary",5,"6-10%","Trifolium_pratense","12:35","12:55","18/07/2014","Kacttgrind",1,25,13
"Bombus_pascuorum","Forest_grassland_boundary",5,"6-10%","Trifolium_pratense","12:35","12:55","18/07/2014","Kacttgrind",1,25,13
"Bombus_ruderarius","Non_flowering_crop_edge",6,"6-10%","Centaurea_scabiosa","13:20","13:40","18/07/2014","Kacttgrind",1,25,13
"Bombus_ruderarius","Non_flowering_crop_edge",6,"6-10%","Centaurea_scabiosa","13:20","13:40","18/07/2014","Kacttgrind",1,25,13
"Bombus_spp","Corridor",1,"41-60%","Cirsium_arvense","09:55","10:20","20/07/2014","Losodra",1,26,14
"Bombus_spp","Corridor",1,"41-60%","Cirsium_arvense","09:55","10:20","20/07/2014","Losodra",1,26,14
"Bombus_soroeensis","Corridor",1,"41-60%","Cirsium_arvense","09:55","10:20","20/07/2014","Losodra",1,26,14
"Bombus_ruderarius","Corridor",1,"41-60%","Cirsium_arvense","09:55","10:20","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Maintained_roadside",2,"61%_plus","Satureja_vulgaris","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Maintained_roadside",2,"61%_plus","Satureja_vulgaris","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_ruderarius","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_ruderarius","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_ruderarius","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_ruderarius","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_ruderarius","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_ruderarius","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_ruderarius","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_ruderarius","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_ruderarius","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_ruderarius","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_ruderarius","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_ruderarius","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_ruderarius","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_ruderarius","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_ruderarius","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_ruderarius","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_spp","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_spp","Maintained_roadside",2,"61%_plus","Trifolium_pratense","10:35","11:00","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Corridor",3,"11-20%","Cirsium_arvense","11:25","11:40","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Corridor",3,"11-20%","Trifolium_pratense","11:25","11:40","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Corridor",3,"11-20%","Trifolium_pratense","11:25","11:40","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Corridor",3,"11-20%","Trifolium_pratense","11:25","11:40","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Corridor",3,"11-20%","Trifolium_pratense","11:25","11:40","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Corridor",3,"11-20%","Trifolium_pratense","11:25","11:40","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Corridor",3,"11-20%","Trifolium_pratense","11:25","11:40","20/07/2014","Losodra",1,26,14
"Bombus_spp","Corridor",3,"11-20%","Trifolium_pratense","11:25","11:40","20/07/2014","Losodra",1,26,14
"Bombus_spp","Corridor",3,"11-20%","Trifolium_pratense","11:25","11:40","20/07/2014","Losodra",1,26,14
"Bombus_spp","Corridor",4,"1-5%","Trifolium_pratense","11:45","12:00","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Corridor",5,"1-5%","Carduus_crispus","12:30","12:55","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Corridor",5,"1-5%","Carduus_crispus","12:30","12:55","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Corridor",5,"1-5%","Carduus_crispus","12:30","12:55","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Corridor",5,"1-5%","Carduus_crispus","12:30","12:55","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Corridor",5,"1-5%","Carduus_crispus","12:30","12:55","20/07/2014","Losodra",1,26,14
"Bombus_bohemicus","Corridor",5,"1-5%","Carduus_crispus","12:30","12:55","20/07/2014","Losodra",1,26,14
"Bombus_bohemicus","Corridor",5,"1-5%","Carduus_crispus","12:30","12:55","20/07/2014","Losodra",1,26,14
"Bombus_bohemicus","Corridor",5,"1-5%","Carduus_crispus","12:30","12:55","20/07/2014","Losodra",1,26,14
"Bombus_spp","Corridor",5,"1-5%","Carduus_crispus","12:30","12:55","20/07/2014","Losodra",1,26,14
"Bombus_spp","Corridor",5,"1-5%","Carduus_crispus","12:30","12:55","20/07/2014","Losodra",1,26,14
"Bombus_soroeensis","Corridor",5,"1-5%","Carduus_crispus","12:30","12:55","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Corridor",5,"1-5%","Satureja_vulgaris","12:30","12:55","20/07/2014","Losodra",1,26,14
"Bombus_terrestris","Maintained_drain",6,"61%_plus","Filipendula_ulmaria","01:25","01:45","20/07/2014","Losodra",1,26,14
"Bombus_terrestris","Maintained_drain",6,"61%_plus","Filipendula_ulmaria","01:25","01:45","20/07/2014","Losodra",1,26,14
"Bombus_terrestris","Maintained_drain",6,"61%_plus","Filipendula_ulmaria","01:25","01:45","20/07/2014","Losodra",1,26,14
"Bombus_terrestris","Maintained_drain",6,"61%_plus","Filipendula_ulmaria","01:25","01:45","20/07/2014","Losodra",1,26,14
"Bombus_terrestris","Maintained_drain",6,"61%_plus","Filipendula_ulmaria","01:25","01:45","20/07/2014","Losodra",1,26,14
"Bombus_terrestris","Maintained_drain",6,"61%_plus","Filipendula_ulmaria","01:25","01:45","20/07/2014","Losodra",1,26,14
"Bombus_terrestris","Maintained_drain",6,"61%_plus","Filipendula_ulmaria","01:25","01:45","20/07/2014","Losodra",1,26,14
"Bombus_terrestris","Maintained_drain",6,"61%_plus","Filipendula_ulmaria","01:25","01:45","20/07/2014","Losodra",1,26,14
"Bombus_spp","Maintained_drain",6,"61%_plus","Filipendula_ulmaria","01:25","01:45","20/07/2014","Losodra",1,26,14
"Bombus_spp","Maintained_drain",6,"61%_plus","Filipendula_ulmaria","01:25","01:45","20/07/2014","Losodra",1,26,14
"Bombus_spp","Maintained_drain",6,"61%_plus","Filipendula_ulmaria","01:25","01:45","20/07/2014","Losodra",1,26,14
"Bombus_spp","Maintained_drain",7,"61%_plus","Carduus_crispus","01:55","02:15","20/07/2014","Losodra",1,26,14
"Bombus_spp","Maintained_drain",7,"61%_plus","Carduus_crispus","01:55","02:15","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Maintained_drain",7,"61%_plus","Cirsium_arvense","01:55","02:15","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Maintained_drain",7,"61%_plus","Cirsium_arvense","01:55","02:15","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Forest_grassland_boundary",8,"1-5%","Carduus_helenioides","02:30","02:50","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Forest_grassland_boundary",8,"1-5%","Carduus_helenioides","02:30","02:50","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Forest_grassland_boundary",8,"1-5%","Carduus_helenioides","02:30","02:50","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Forest_grassland_boundary",8,"1-5%","Carduus_helenioides","02:30","02:50","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Forest_grassland_boundary",8,"1-5%","Carduus_helenioides","02:30","02:50","20/07/2014","Losodra",1,26,14
"Bombus_soroeensis","Forest_grassland_boundary",8,"1-5%","Carduus_helenioides","02:30","02:50","20/07/2014","Losodra",1,26,14
"Bombus_soroeensis","Forest_grassland_boundary",8,"1-5%","Carduus_helenioides","02:30","02:50","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Forest_grassland_boundary",8,"1-5%","Centaurea_jacea","02:30","02:50","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Forest_grassland_boundary",8,"1-5%","Cirsium_arvense","02:30","02:50","20/07/2014","Losodra",1,26,14
"Bombus_pascuorum","Forest_grassland_boundary",8,"1-5%","Carduus_crispus","02:30","02:50","20/07/2014","Losodra",1,26,14
"Bombus_sylvarum","Semi_natural_grasslands",1,"1-5%","Trifolium_pratense","09:00","09:20","22/07/2014","Ingvasta",1,28,12
"Bombus_soroeensis","Semi_natural_grasslands",1,"1-5%","Cirsium_arvense","09:00","09:20","22/07/2014","Ingvasta",1,28,12
"Bombus_pascuorum","Maintained_drain",2,"11-20%","Lathyrus_pratensis","09:30","09:50","22/07/2014","Ingvasta",1,28,12
"Bombus_spp","Forest_grassland_boundary",3,"6-10%","Trifolium_repens","10:05","10:20","22/07/2014","Ingvasta",1,28,12
"Bombus_pascuorum","Forest_grassland_boundary",4,"6-10%","Trifolium_pratense","11:00","11:20","22/07/2014","Ingvasta",1,28,12
"Bombus_spp","Semi_natural_grasslands",5,"61%_plus","Trifolium_pratense","11:40","12:15","22/07/2014","Ingvasta",1,28,12
"Bombus_spp","Semi_natural_grasslands",5,"61%_plus","Trifolium_pratense","11:40","12:15","22/07/2014","Ingvasta",1,28,12
"Bombus_spp","Semi_natural_grasslands",5,"61%_plus","Trifolium_pratense","11:40","12:15","22/07/2014","Ingvasta",1,28,12
"Bombus_spp","Semi_natural_grasslands",5,"61%_plus","Trifolium_pratense","11:40","12:15","22/07/2014","Ingvasta",1,28,12
"Bombus_spp","Semi_natural_grasslands",5,"61%_plus","Trifolium_pratense","11:40","12:15","22/07/2014","Ingvasta",1,28,12
"Bombus_spp","Semi_natural_grasslands",5,"61%_plus","Trifolium_pratense","11:40","12:15","22/07/2014","Ingvasta",1,28,12
"Bombus_spp","Semi_natural_grasslands",5,"61%_plus","Trifolium_pratense","11:40","12:15","22/07/2014","Ingvasta",1,28,12
"Bombus_spp","Semi_natural_grasslands",5,"61%_plus","Trifolium_pratense","11:40","12:15","22/07/2014","Ingvasta",1,28,12
"Bombus_spp","Semi_natural_grasslands",5,"61%_plus","Trifolium_pratense","11:40","12:15","22/07/2014","Ingvasta",1,28,12
"Bombus_subterraneus","Semi_natural_grasslands",5,"61%_plus","Trifolium_pratense","11:40","12:15","22/07/2014","Ingvasta",1,28,12
"Bombus_subterraneus","Semi_natural_grasslands",5,"61%_plus","Trifolium_pratense","11:40","12:15","22/07/2014","Ingvasta",1,28,12
"Bombus_subterraneus","Semi_natural_grasslands",5,"61%_plus","Trifolium_pratense","11:40","12:15","22/07/2014","Ingvasta",1,28,12
"Bombus_subterraneus","Semi_natural_grasslands",5,"61%_plus","Trifolium_pratense","11:40","12:15","22/07/2014","Ingvasta",1,28,12
"Bombus_pascuorum","Semi_natural_grasslands",5,"61%_plus","Trifolium_pratense","11:40","12:15","22/07/2014","Ingvasta",1,28,12
"Bombus_pascuorum","Semi_natural_grasslands",5,"61%_plus","Trifolium_pratense","11:40","12:15","22/07/2014","Ingvasta",1,28,12
"Bombus_pascuorum","Semi_natural_grasslands",5,"61%_plus","Trifolium_pratense","11:40","12:15","22/07/2014","Ingvasta",1,28,12
"Bombus_pascuorum","Semi_natural_grasslands",5,"61%_plus","Trifolium_pratense","11:40","12:15","22/07/2014","Ingvasta",1,28,12
"Bombus_pascuorum","Semi_natural_grasslands",5,"61%_plus","Trifolium_pratense","11:40","12:15","22/07/2014","Ingvasta",1,28,12
"Bombus_pascuorum","Semi_natural_grasslands",5,"61%_plus","Trifolium_pratense","11:40","12:15","22/07/2014","Ingvasta",1,28,12
"Bombus_pascuorum","Semi_natural_grasslands",5,"61%_plus","Trifolium_pratense","11:40","12:15","22/07/2014","Ingvasta",1,28,12
"Bombus_pascuorum","Semi_natural_grasslands",5,"61%_plus","Trifolium_pratense","11:40","12:15","22/07/2014","Ingvasta",1,28,12
"Bombus_pascuorum","Semi_natural_grasslands",5,"61%_plus","Trifolium_pratense","11:40","12:15","22/07/2014","Ingvasta",1,28,12
"Bombus_pascuorum","Semi_natural_grasslands",5,"61%_plus","Trifolium_pratense","11:40","12:15","22/07/2014","Ingvasta",1,28,12
"Bombus_pascuorum","Semi_natural_grasslands",5,"61%_plus","Trifolium_pratense","11:40","12:15","22/07/2014","Ingvasta",1,28,12
"Bombus_soroeensis","Semi_natural_grasslands",5,"61%_plus","Trifolium_pratense","11:40","12:15","22/07/2014","Ingvasta",1,28,12
"Bombus_soroeensis","Semi_natural_grasslands",5,"61%_plus","Trifolium_pratense","11:40","12:15","22/07/2014","Ingvasta",1,28,12
"Bombus_soroeensis","Semi_natural_grasslands",5,"61%_plus","Trifolium_pratense","11:40","12:15","22/07/2014","Ingvasta",1,28,12
"Bombus_soroeensis","Semi_natural_grasslands",5,"61%_plus","Trifolium_pratense","11:40","12:15","22/07/2014","Ingvasta",1,28,12
"Bombus_soroeensis","Semi_natural_grasslands",5,"61%_plus","Trifolium_pratense","11:40","12:15","22/07/2014","Ingvasta",1,28,12
"Bombus_soroeensis","Semi_natural_grasslands",5,"61%_plus","Trifolium_pratense","11:40","12:15","22/07/2014","Ingvasta",1,28,12
"Bombus_hortorum","Semi_natural_grasslands",5,"61%_plus","Trifolium_pratense","11:40","12:15","22/07/2014","Ingvasta",1,28,12
"Bombus_rupestris","Semi_natural_grasslands",5,"61%_plus","Trifolium_pratense","11:40","12:15","22/07/2014","Ingvasta",1,28,12
"Bombus_rupestris","Semi_natural_grasslands",5,"61%_plus","Trifolium_pratense","11:40","12:15","22/07/2014","Ingvasta",1,28,12
"Bombus_rupestris","Semi_natural_grasslands",5,"61%_plus","Trifolium_pratense","11:40","12:15","22/07/2014","Ingvasta",1,28,12
"Bombus_rupestris","Semi_natural_grasslands",5,"61%_plus","Trifolium_pratense","11:40","12:15","22/07/2014","Ingvasta",1,28,12
"Bombus_pascuorum","Forest",6,"11-20%","Prunella_vulgaris","13:00","13:20","22/07/2014","Ingvasta",1,28,12
"Bombus_spp","Forest",6,"11-20%","Campanulaceae_rapunculoides","13:00","13:20","22/07/2014","Ingvasta",1,28,12
"Bombus_spp","Forest",6,"11-20%","Campanulaceae_rapunculoides","13:00","13:20","22/07/2014","Ingvasta",1,28,12
"Bombus_pascuorum","Forest",6,"11-20%","Campanulaceae_rapunculoides","13:00","13:20","22/07/2014","Ingvasta",1,28,12
"Bombus_hypnorum","Forest",6,"11-20%","Campanulaceae_rapunculoides","13:00","13:20","22/07/2014","Ingvasta",1,28,12
"Bombus_hypnorum","Forest",6,"11-20%","Campanulaceae_rapunculoides","13:00","13:20","22/07/2014","Ingvasta",1,28,12
"Bombus_soroeensis","Forest",6,"11-20%","Campanulaceae_rapunculoides","13:00","13:20","22/07/2014","Ingvasta",1,28,12
"Bombus_pascuorum","Forest",6,"11-20%","Trifolium_pratense","13:00","13:20","22/07/2014","Ingvasta",1,28,12
"Bombus_hortorum","Forest",6,"11-20%","Trifolium_pratense","13:00","13:20","22/07/2014","Ingvasta",1,28,12
"Bombus_quadricolor","Forest",6,"11-20%","Trifolium_repens","13:00","13:20","22/07/2014","Ingvasta",1,28,12
"Bombus_hortorum","Forest",6,"11-20%","Trifolium_repens","13:00","13:20","22/07/2014","Ingvasta",1,28,12
